idx,words,lid,sa
9190,"['Ya' 'NO' 'eres' 'relevante' 'NI' 'importante' '!!' 'Oops' ':' ')'
 'Sorry' '4' 'U' '..' '.' 'NOT' '!']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'other'
 'other' 'lang1' 'other' 'lang1' 'other' 'other' 'lang1' 'other']",positive
9191,"['RT' '@Gretcheen12' ':' 'es' 'que' '.' '¿' 'acaso' 'uno' 'no' 'se'
 'puede' 'rendir' 'de' 'vez' 'en' 'cuando' '?' '¿' 'no' 'está' 'bien'
 'decir' '""' 'esto' 'me' 'duele' 'mucho' 'así' 'que' 'voy' 'a' 'parar'
 'de' 'in' '…']","['other' 'other' 'other' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other']",neutral
9192,"['@AnnaHyrule' 'HAHA' 'Lo' 'has' 'despedido' 'a' 'lo' 'grande' '!' 'Con'
 'un' 'video' 'y' 'todo' '!' 'JAJAJA']","['other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2']",positive
9193,"['RT' '@exv1995' ':' '¡' 'Muy' 'buenas' 'noches' 'a' 'todos' 'los' 'que'
 'dormirán' 'hoy' '!' 'A' 'los' 'que' 'no' 'lo' 'harán' ',' 'deseo'
 'decirles' 'que' 'somos' 'los' 'verdaderos' 'MVP' ""'s"" '.']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'lang1' 'other']",positive
9194,"['@esangiecarajo' 'mjm' '..' '.' 'yo' 'pensaba' 'pedirtelos' 'hasta' 'que'
 'me' 'di' 'cuenta' 'que' 'you' 'have' ""n't"" 'gone' 'to' 'school' 'in'
 'like' '2' 'weeks']","['other' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1']",negative
9195,"['No' 'quieren' 'usar' 'condon' ',' 'usa' 'pastillas' ',' 'no' 'quieres'
 'usa' 'Skyla' 'y' 'mas' 'mierdas' 'que' 'fucking' 'existen']","['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2']",neutral
9196,['RT' '@julyotero1' ':' 'Un' 'super' 'limits' 'https://t.co/oLdC90lSxE'],['other' 'other' 'other' 'lang2' 'lang2' 'lang1' 'other'],neutral
9197,"['Iba' 'a' 'comprar' 'chocolate' 'y' 'no' 'estaban' 'aceptando' 'ath' '.'
 'Life' 'is' 'watching' 'out' 'for' 'me' '.' 'Lo' 'que' 'no' 'esta' 'pa'
 ""'"" 'ti' ',' 'no' 'está' 'pa' ""'"" 'ti' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'other']",positive
9198,"['MI' 'HÉROE' 'NO' 'LLEVA' 'CAPA' '..' '.' 'LLEVA' 'UN' 'MICRO' '!' 'Es'
 'el' 'título' 'de' 'un' 'próximo' 'RAP' '!' '^^']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'other' 'other']",positive
9199,"['Me' 'ha' 'gustado' 'un' 'vídeo' 'de' '@YouTube' 'de' '@chiwy8yt' '('
 'http://t.co/8JB414QYQq' '-' '¡' 'Si' 'mueres' 'huevazo' '!' '(' 'AW' ')'
 '|' 'Reto-game' '|' 'Chiwy8' ',']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other'
 'other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'unk' 'other' 'other' 'lang1' 'other' 'other' 'other']",neutral
9200,"['Zombers' '!' '¡' 'SORTEAMOS' 'BLACK' 'OPS' '3' 'y' 'BATTLEFRONT' '!'
 '#RT' 'y' 'follow' 'a' '@Kronnomc' 'y' '@TGNSpanish'
 'https://t.co/gO0hwMbwfp' '…' '¡' 'Buena' 'suerte' '!']","['lang1' 'other' 'other' 'lang2' 'lang1' 'ne' 'other' 'lang2' 'lang1'
 'other' 'lang1' 'lang2' 'lang1' 'lang1' 'other' 'lang2' 'other' 'other'
 'other' 'other' 'lang2' 'lang2' 'other']",neutral
9201,"['RT' '@kcarrion00' ':' 'Diablo' 'un' 'Transformer' 'real' '😱' 'mírenlo'
 'https://t.co/wxv4FU0JrD']","['other' 'other' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang2'
 'other']",positive
9202,"['@TransitoPR' 'Accidente' 'antes' 'd' 'salida' 'd' 'Toys' 'R' 'US' '.'
 'Trafico' 'parado' ',' 'policías' 'en' 'ambos' 'carriles' '.']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'ne' 'ne' 'other'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other']",negative
9203,"['Zombers' '!!' '!!' '!!' '!!' '!!' '!!' '!' 'Mirad' 'lo' 'que' 'me'
 'acaba' 'de' 'llegar' '!' 'Mi' 'neverita' 'del' 'Black' 'OPS' '<3' '!!'
 'Sabéis' 'que' 'significa' 'eso' 'no' '?' 'https://t.co/MkcSEwvjlL']","['lang1' 'other' 'other' 'other' 'other' 'other' 'other' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'ne' 'ne' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'other']",positive
9204,['Instagram' 'es' 'mi' 'red' 'social' 'favorita'],['ne' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'],positive
9205,"['#Repost' '@albertociurana' 'with' 'repostapp' '.' '⁰・・・⁰' '#reflexi'
 'ón' '-' 'Amén' '🙏' '/' '#lapuraverdad' '#thetruth'
 'https://t.co/bVYjHoOSpv']","['lang1' 'other' 'lang1' 'lang1' 'other' 'other' 'lang2' 'lang2' 'other'
 'lang2' 'other' 'other' 'lang2' 'lang1' 'other']",neutral
9206,"['RT' '@tacobell' ':' 'If' 'you' ""'re"" 'a' 'burrito' ',' 'I' ""'m"" 'a'
 'burrito' '.']","['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'other'
 'lang1' 'lang1' 'lang1' 'lang2' 'other']",positive
9207,"['@colon_andre' 'a' 'mi' 'sii' 'well' 'sometimes' '..' '.' 'btw' 'te'
 'vas' 'este' 'weekend' '??']","['other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'other' 'other' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang1' 'other']",positive
9208,"['Tip' '#2' ':' 'Toma' 'el' 'primer' 'paso' 'hacia' 'una' 'vida' 'más'
 'saludable' 'y' 'monitoréala' 'con' 'FitBit' '.'
 'https://t.co/SMxzbGeAr3' 'https://t.co/tc2Umvd4t0']","['lang1' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other'
 'other']",positive
9209,"['@loveofspanish' 'We' ""'re"" 'happy' 'you' 'saw' 'the' 'humor' 'in' 'that'
 ',' 'Kali' '.']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1'
 'lang1' 'other' 'ne' 'other']",positive
9210,"['RT' '@___carlitos' ':' 'Cuando' 'veo' 'a' 'una' 'mujer' 'detrás' 'de'
 'un' '""' 'fuckboy' '""' ':' 'https://t.co/AueLNTZy9U']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang1' 'other' 'other' 'other']",neutral
9211,['No' 'vuelvo' 'a' 'usar' 'social' 'media'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'],negative
9212,"['Happy' 'saturday' '!!' '!!' '.' 'Driving' 'and' 'jamming' 'to' 'my'
 'boy' '@Maffio' '""' 'no' 'tengo' 'dinero' '""' '#3' 'on' 'the' 'top' '10'
 'of' '#106' '.' '7' '#miami']","['lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'other' 'other' 'ne']",positive
9213,"['RT' '@AZUCENACIERCO' ':' 'Ya' 'esta' 'acá' '@angieestilo' 'para'
 'hablarnos' 'de' 'los' 'errores' 'de' 'la' 'moda' '!' 'En' 'cuales' 'has'
 'caído' 'tu' '?' 'http://t.co/wSEabmnO']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang1' 'lang2' 'lang2' 'other' 'other']",neutral
9214,['Los' 'podcast' 'de' 'chente' 'le' 'meten' 'mano'],['lang2' 'lang1' 'lang2' 'ne' 'lang2' 'lang2' 'lang2'],positive
9215,"['@Svalero_' 'Claro' 'que' 'si' ',' 'podemos' 'asesorarle' 'con'
 'promociones' 'e' 'información' 'de' 'VERIZON' 'WIRELESS' '.' '¿'
 'Cuenta' 'usted' 'con' 'servicio' 'actualmente' '?' '~' 'MV']","['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'ne' 'lang1' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'unk']",positive
9216,"['""' '@__alondraem' ':' 'kermit' 'bellaco' 'http://t.co/MmHeaLT7f0' '""'
 'new' 'season' 'de' 'mi' 'serie' 'favorita' '.']","['other' 'other' 'other' 'ne' 'lang2' 'other' 'other' 'lang1' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2' 'other']",neutral
9217,['RT' '@ariana_aracelys' ':' 'estar' 'en' 'panties' 'es' 'la' 'ley'],['other' 'other' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'],positive
9218,['Llego' 'y' 'el' 'gym' 'es' 'mío' '.'],['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other'],negative
9219,"['RT' '@UforiaMusica' ':' '¡' 'Más' 'exclusivas' '#EntreLaMusica' 'de'
 '@VerizonLatino' '!' '#LatinGRAMMY' '@ricky_martin' '@pitbull'
 '@Juanlmorera' 'http://t.co/8W71I4NgBC']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'lang1' 'other' 'other' 'other' 'other']",positive
9220,['RT' '@ericjaavier' ':' 'baby' 'tu' 'y' 'yo' 'nacimos' 'pa' 'morir'],"['other' 'other' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2']",neutral
9221,"['It' ""'s"" 'not' 'a' 'goal' ',' 'it' ""'s"" 'a' 'GOOOOOOLLLL' '!' 'How'
 'are' 'you' 'practicing' 'your' 'chants' 'for' 'the' 'upcoming' 'matches'
 '?' '#MeAgarroElGol']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'mixed' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang2']",positive
9222,"['#TBT' 'La' 'Parada' 'Puertorriqueña' 'NYC' 'nomadic40' 'me' 'encantaria'
 'estar' 'ahi' 'contigo' '..' '.' 'Have' 'fun' '!'
 'http://t.co/rAWUhCFy2S']","['lang1' 'lang2' 'lang2' 'lang2' 'ne' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'other' 'lang1' 'lang1' 'other' 'other']",positive
9223,"['Gracias' 'por' 'todos' 'los' 'coments' '!' 'Son' 'todos' 'buenos' '!'
 '^^' 'me' 'alegra' 'que' 'os' 'guste' '!' '❤' '️' 'FNAF' '4' 'VS'
 'MINECRAFT' 'KRONNO' '&' 'ZARCORT' 'https://t.co/i1N2jyqdj0']","['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'lang2'
 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'other' 'ne' 'other' 'lang1' 'ne' 'lang1' 'other' 'ne' 'other']",positive
9224,"['RT' '@junjulin' ':' 'Estos' 'downs' 'sin' 'razón' 'me' 'sacan' 'por'
 'techo']","['other' 'other' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']",positive
9225,['#elvacilondelagatita' '#quotes' '#friday' 'https://t.co/muet79tikv'],['lang2' 'lang1' 'lang1' 'other'],positive
9226,['Me' 'están' 'sonando' 'las' 'tripas' 'omfg'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'],negative
9227,"['Flipándolo' 'bastante' 'con' 'la' 'cueva' 'Aranui' '.' '😳' '@' 'Aranui'
 'Cave' 'https://t.co/ruR36Apu5o']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'other' 'other' 'other' 'ne'
 'lang1' 'other']",positive
9228,"['@JoseGomez_98' '2/2' 'Les' 'mantendremos' 'informados' 'si' 'algo'
 'cambia' 'mediante' 'nuestra' 'cuenta' 'de' 'TWEETER' 'y' 'en'
 'MIVERIZON' '.' '¡' 'Gracias' 'por' 'su' 'interés' '!' '~' 'MV']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'ne' 'other' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']",neutral
9229,"['Dan' 'dislikes' ',' 'comentan' ',' 'hablan' 'mal' 'de' 'mi' ',' 'y'
 'luego' 'dicen' 'Z4E' '!' 'XD' 'ni' 'eres' 'zomber' 'ni' 'viviras' 'para'
 'siempre' ',' 'mis' 'zombers' 'saben' 'que' 'es' 'Q.L.I.S.P' '!']","['lang2' 'lang1' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'unk' 'other']",positive
9230,"['RT' '@a_acd15' ':' '🚨🚨' 'Encontré' 'esta' 'perrita' 'en' 'la' 'calle'
 ',' 'pero' 'no' 'me' 'puedo' 'quedar' 'con' 'ella' '.' 'Es' 'bien'
 'cariñosa' '.' 'DM' 'si' 'les' 'interesa' '.' '🚨🚨' 'https://t.co/' '…']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang2'
 'other' 'other' 'other' 'other']",positive
9231,"['¡' 'Brasil' 'venció' 'a' 'Chile' '!' 'Pero' 'en' 'Twitter' ',' '¿'
 'quién' 'dominó' 'tus' 'tweets' '?' 'Entérate' 'ya' 'en' 'este' 'video'
 '.' '#MeAgarroElGol' '.' 'https://t.co/RXG4VYvacH']","['other' 'ne' 'lang2' 'lang2' 'ne' 'other' 'lang2' 'lang2' 'ne' 'other'
 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'other' 'other']",positive
9232,"['@beatrizmiami' 'Hermosa' 'no' ',' 'y' 'la' 'cola' 'demasiado' 'o' 'que'
 '?' 'Esta' 'perfecto' 'el' 'vestido' '#OscarsNight']","['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1']",positive
9233,"['Este' 'Domingo' '19' 'Oct' 'en' 'Bazar' 'Capital' 'encontrarás' 'lo'
 'nuevo' 'de' 'SALHUA' 'clothing' '!' 'Lugar' ':' 'Piazza' 'samborondón'
 'Desde' '9:00' 'am' 'http://t.co/lOFN0J6mZY']","['lang2' 'lang2' 'other' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'ne' 'lang1' 'other' 'lang2' 'other' 'ne' 'lang2' 'lang2'
 'other' 'lang2' 'other']",neutral
9234,['House' 'es' 'un' 'dios'],['lang1' 'lang2' 'lang2' 'lang2'],positive
9235,"['Hey' 'chicos' '!' 'Habeis' 'comido' '?' 'Voy' 'a' 'bajar' 'al' 'Lobby'
 'del' 'hotel' '!' 'Alguno' 'está' 'jugando' 'al' 'billar' '??' 'XDD']","['lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'unk']",positive
9236,"['""' 'Deberías' 'ser' 'pediatra' ',' 'te' 'encantan' 'los' 'niños'
 'demasiado' '""' 'no' ',' 'no' ',' 'we' ""'re"" 'good']","['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'other' 'lang2' 'other' 'lang1' 'lang1' 'lang1']",positive
9237,"['Esther' 'todos' 'los' 'días' 'me' 'manda' 'un' 'text' 'diciendo' ':'
 'Estoy' 'tan' 'encojonaaaaaaaaaa' 'wow' '..' '.' 'Jurau' 'jurau']","['ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2']",neutral
9238,"['CRUCURUU' '!!' 'CRUCURU' '!!' '!!' '!' 'DIRECTITO' 'BONITO' '!!'
 'KRONNO' ',' 'LUIS' 'Y' 'COJO' '!!' '!' ':' 'https://t.co/oa0QRhIJDv'
 'vía' '@YouTube']","['lang2' 'other' 'lang2' 'other' 'other' 'other' 'lang2' 'lang2' 'other'
 'lang1' 'other' 'ne' 'lang2' 'lang2' 'other' 'other' 'other' 'other'
 'lang2' 'other']",positive
9239,"['RT' '@fluxy88' ':' 'your' 'girlfriend' 'should' 'be' 'your' 'queen' '&'
 'ya' 'homie']","['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang2' 'lang1']",neutral
9240,"['RT' '@ShotDe151' ':' 'Este' 'friendzone' 'ha' 'llegado' 'a' 'otro'
 'nivel' ',' 'el' 'solo' 'se' 'metió' 'y' 'to' 'https://t.co/KAyitQGhlb']","['other' 'other' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other']",negative
9241,"['@BuzzFeedEspana' 'si' 'eso' 'que' 'acabáis' 'de' 'poner' 'es' 'un'
 'spoiler' 'os' 'voy' 'a' 'odiar' 'forever' '😭']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other']",positive
9242,"['Mañana' 'subo' 'un' 'vídeo' 'a' 'YellowMellow' 'que' 'OS' 'ASEGURO'
 'que' 'no' 'os' 'podéis' 'perder' '.' 'Os' 'lo' 'digo' 'por' 'vuestro'
 'bien' '..' '.' 'https://t.co/9Pdxx3JdzZ']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']",positive
9243,"['“' 'If' 'you' 'obey' 'all' 'the' 'rules' ',' 'you' 'miss' 'all' 'the'
 'fun' '.' '”' 'K' '.' 'Hepburn' '#Salhuaclothing' 'Alistandonos' 'para'
 'este' 'fin' 'de' 'semana' '!' '🌈' 'http://t.co/ZcIQU071BE']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'ne' 'other' 'lang1' 'ne'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']",positive
9244,"['En' 'Rincón' ',' 'a' 'stephanie' 'le' 'pasó' 'una' 'ola' 'gigante' 'por'
 'encima' 'y' 'ella' 'creía' 'que' 'solo' 'por' 'tener' 'la' 'mano'
 'arriba' 'había' 'salvado' 'su' 'medalla' '..' 'SIKE' '😂']","['lang2' 'lang2' 'other' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang1' 'other']",neutral
9245,"['@hipismo_' '¡' 'Hola' '!' 'La' 'única' 'tarjeta' 'que' 'manejamos'
 'para' 'iPhone' ',' 'es' 'la' 'Sim' 'Card' 'que' 'da' 'servicio' '.' 'Se'
 'venden' 'directamente' 'en' 'nuestras' 'tiendas' '.' '~' 'AS']","['other' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'ne' 'other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'ne']",neutral
9246,"['Un' 'saludito' 'a' 'la' 'rata' 'q' 'está' 'detrás' 'de' 'nosotros'
 'haciendo' 'ruido' '..' '.' 'hilo' 'dental' 'contigo' '#nasty' '#lechon']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2']",positive
9247,"['@AlvaroVerdu4' 'es' 'pequeño' 'es' 'pequeño' ',' 'relax' '😘']",['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'other'],negative
9248,"['RT' '@Gvdeater' ':' 'de' 'mis' 'panas' 'porque' 'no' 'tengo' 'crush'
 'ni' 'me' 'gusta' 'nadie' '.' 'https://t.co/r00embv2d3']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']",negative
9249,"['Mayri' 'super' 'mamá' '""' 'voy' 'a' 'dejar' 'a' 'las' 'nenas' 'en' 'su'
 'casa' ',' 'para' 'entonces' 'bajar' 'a' 'Rio' 'Mar' 'a' 'un' 'baby'
 'shower' '""']","['ne' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'other']",positive
9250,"['RT' '@abuelatany' ':' 'JAJAJAJAJAJAJAJAAJ' ',' 'tú' 'debiste' 'tener'
 'una' 'infancia' 'fina' 'porque' 'mi' 'San' 'Valentín' 'era' 'bullying'
 'pero' 'pasivo' 'JAJAJA' 'https://t.co/' '…']","['other' 'other' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'other' 'other']",positive
9251,"['RT' '@Alphasniper97' ':' '🔥' 'Es' 'MOMENTO' 'de' 'ENTRENAR' 'un'
 'POQUILLO' 'al' '@OverwatchES' 'para' 'el' '#AllStarsOverwatch' 'de'
 'MAÑANA' '🔥' 'Y' 'más' 'con' 'esto' 'de' 'FONDO' '▶' 'htt' '…']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'unk' 'other']",positive
9252,"['RT' '@Da84925080' ':' '@Kronnomc' 'Kronno' 'la' 'imagen' 'de'
 '#ZombersForever' 'yo' 'la' 'edite' 'para' 'ti' 'espero' 'que' 'te'
 'mejores' 'y' 'esos' 'carteles' 'son' 'Para' 'ti' 'https' ':/' '…']","['other' 'other' 'other' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']",neutral
9253,['RT' '@alextasys' ':' 'mmm' '…' 'ok' 'http://t.co/aJZSAfMo9S'],['other' 'other' 'other' 'lang2' 'other' 'lang1' 'other'],neutral
9254,"['RT' '@chellyjae' ':' '$24' 'mascara' '..' '.' 'we' 'do' ""n't"" 'do'
 'tears' 'bitch']","['other' 'other' 'other' 'other' 'lang2' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1']",negative
9255,"['Gracias' 'amiga' 'que' 'bueno' 'que' 'te' 'gusto' 'mi' 'trabajo'
 '@claudiafashions' 'y' 'con' 'la' 'Barbie' 'que' 'tengo' 'es' 'fácil' '.'
 'Love' 'u' '@PAMELASILVA' '💋💃👍👏']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1' 'lang1' 'other' 'other']",positive
9256,"['@Fernanfloo' 'si' 'para' 'algo' 'somos' 'youtubers' 'es' 'para'
 'animarnos' 'mutuamente' '!!' 'ánimo' 'FERNAN' '!!' '!']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'ne' 'other' 'other']",positive
